Product,ActionSet,Action,Action_Describe,Action_Link
SAS Visual Data Mining and Machine Learning,explainModel,shapleyExplainer,Computes Shapley value estimates for a query given a reference table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-explainmodel-shapleyexplainer.htm&locale=en
SAS Visual Data Mining and Machine Learning,factmac,factmac,Learns a factorization machine model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-factmac-factmac.htm&locale=en
SAS Visual Data Mining and Machine Learning,fastKnn,fastknn,Performs k-nearest neighbor search,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-fastknn-fastknn.htm&locale=en
SAS Visual Data Mining and Machine Learning,fcmpact,addRoutines,Adds the FCMP routines and stores them in a table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-fcmpact-addroutines.htm&locale=en
SAS Visual Data Mining and Machine Learning,fcmpact,loadFcmpLibs,Loads FCMP tables in the session CMP library,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-fcmpact-loadfcmplibs.htm&locale=en
SAS Visual Data Mining and Machine Learning,fcmpact,loadFcmpTable,Loads a single FCMP table into memory,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-fcmpact-loadfcmptable.htm&locale=en
SAS Visual Data Mining and Machine Learning,fcmpact,runProgram,Defines the routine to be run,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-fcmpact-runprogram.htm&locale=en
SAS Visual Data Mining and Machine Learning,fedSql,execDirect,Submits a SAS FedSQL language statement for immediate execution,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=caspg&docsetTarget=cas-fedsql-execdirect.htm&locale=en
SAS Visual Data Mining and Machine Learning,freqTab,freqTab,Constructs the frequency and crosstabulation tables,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-freqtab-freqtab.htm&locale=en
SAS Visual Data Mining and Machine Learning,gam,gamScore,Creates a table on the server that contains results from scoring observations by using a fitted model.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-gam-gamscore.htm&locale=en
SAS Visual Data Mining and Machine Learning,gam,gamSelect,Performs generalized additive model building,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-gam-gamselect.htm&locale=en
SAS Visual Data Mining and Machine Learning,gam,gampl,Fits generalized additive models by penalized likelihood,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-gam-gampl.htm&locale=en
SAS Visual Data Mining and Machine Learning,gleam,graphMultiReg,GRAPHMULTIREG Action,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-gleam-graphmultireg.htm&locale=en
SAS Visual Data Mining and Machine Learning,graphSemiSupLearn,labelSpread,Provides actions for semisupervised learning,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-graphsemisuplearn-labelspread.htm&locale=en
SAS Visual Data Mining and Machine Learning,gVarCluster,gvarcluster,Provides an action for performing variable clustering and providing undirected network for mining relationship among variables,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-gvarcluster-gvarcluster.htm&locale=en
SAS Visual Data Mining and Machine Learning,hyperGroup,hypergroup,"Find hypergroups, graph layouts, colors, communities, centralities, and create structural and nBody graphs. Find shortest paths.",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-hypergroup-hypergroup.htm&locale=en
SAS Visual Data Mining and Machine Learning,hyperGroup,thePlotThickens,Determine which points to display in plots when the data has a great many points.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-hypergroup-theplotthickens.htm&locale=en
SAS Visual Data Mining and Machine Learning,image,annotateImages,Annotates images in a CAS table with metadata contained in the table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-image-annotateimages.htm&locale=en
SAS Visual Data Mining and Machine Learning,image,augmentImages,Augment images by creating patches and mutating them,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-image-augmentimages.htm&locale=en
SAS Visual Data Mining and Machine Learning,image,compareImages,Compares images in one CAS table with those in another,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-image-compareimages.htm&locale=en
SAS Visual Data Mining and Machine Learning,image,condenseImages,Condenses pixel values into a CAS image table.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-image-condenseimages.htm&locale=en
SAS Visual Data Mining and Machine Learning,image,extractDetectedObjects,Extracts object detections.,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-image-extractdetectedobjects.htm&locale=en
SAS Visual Data Mining and Machine Learning,image,fetchImages,Fetch images for displaying,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-image-fetchimages.htm&locale=en
SAS Visual Data Mining and Machine Learning,image,flattenImages (flattenImageTable),Convert image tables into wide format (one column per pixel),http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-image-flattenimages.htm&locale=en
SAS Visual Data Mining and Machine Learning,image,loadImages,Loads images,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-image-loadimages.htm&locale=en
SAS Visual Data Mining and Machine Learning,image,matchImages,Match a template image against a table of images,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-image-matchimages.htm&locale=en
SAS Visual Data Mining and Machine Learning,image,processImages,Performs core image processing functions,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-image-processimages.htm&locale=en
SAS Visual Data Mining and Machine Learning,image,saveImages,Writes images contained in a CAS table to disk,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-image-saveimages.htm&locale=en
SAS Visual Data Mining and Machine Learning,image,summarizeImages,Read an image table and extract information about the images it contains,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-image-summarizeimages.htm&locale=en
SAS Visual Data Mining and Machine Learning,ica,fastIca,Computes independent components by using the fastICA method,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-ica-fastica.htm&locale=en
SAS Visual Data Mining and Machine Learning,kernelPca,kPca,Performs kernel PCA training,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-kernelpca-kpca.htm&locale=en
SAS Visual Data Mining and Machine Learning,langModel,calculateErrorRate,"Calculates the error rates of characters, words, and sentences by comparing hypothesis and reference transcripts",http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-langmodel-calculateerrorrate.htm&locale=en
SAS Visual Data Mining and Machine Learning,langModel,lmDecode,Decodes recurrent neural network (RNN) scores by using the specified language model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-langmodel-lmdecode.htm&locale=en
SAS Visual Data Mining and Machine Learning,langModel,lmImport,Imports an nGram language model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-langmodel-lmimport.htm&locale=en
SAS Visual Data Mining and Machine Learning,langModel,nGramCount,Counts the nGrams in the nGram table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-langmodel-ngramcount.htm&locale=en
SAS Visual Data Mining and Machine Learning,langModel,nGramCountToLm,Creates a language model from an nGram table,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-langmodel-ngramcounttolm.htm&locale=en
SAS Visual Data Mining and Machine Learning,langModel,textToNGram,Converts raw text into nGrams,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-langmodel-texttongram.htm&locale=en
SAS Visual Data Mining and Machine Learning,sparseML,sparseSvmTrain,Trains an SVM model for sparse dataset,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-sparseml-sparsesvmtrain.htm&locale=en
SAS Visual Data Mining and Machine Learning,mlTools,crossValidateML,Action to perform cross validation with specified machine learning actions,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-mltools-crossvalidateml.htm&locale=en
SAS Visual Data Mining and Machine Learning,mixed,mixed,Fits linear mixed models,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-mixed-mixed.htm&locale=en
SAS Visual Data Mining and Machine Learning,modelPublishing,copyModelExternal,Copies a model from a CAS table to an external database,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-copymodelexternal.htm&locale=en
SAS Visual Data Mining and Machine Learning,modelPublishing,deleteModel,Deletes a model from a model table in CAS,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-deletemodel.htm&locale=en
SAS Visual Data Mining and Machine Learning,modelPublishing,deleteModelExternal,Deletes a model from an external database,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-deletemodelexternal.htm&locale=en
SAS Visual Data Mining and Machine Learning,modelPublishing,publishModel,Publishes a model to a model table in CAS,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-publishmodel.htm&locale=en
SAS Visual Data Mining and Machine Learning,modelPublishing,publishModelExternal,Publishes a model to an external database,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-publishmodelexternal.htm&locale=en
SAS Visual Data Mining and Machine Learning,modelPublishing,runModelExternal,Invokes the SAS Embedded Process (EP) to run a model in an external database,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-runmodelexternal.htm&locale=en
SAS Visual Data Mining and Machine Learning,modelPublishing,runModelLocal,Prepares and executes a model program locally on the CAS server,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casanpg&docsetTarget=cas-modelpublishing-runmodellocal.htm&locale=en
SAS Visual Data Mining and Machine Learning,mbc,mbcFit,Performs model-based clustering using the EM algorithm,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-mbc-mbcfit.htm&locale=en
SAS Visual Data Mining and Machine Learning,mbc,mbcScore,Produces clustering weights using a previously stored model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactstat&docsetTarget=cas-mbc-mbcscore.htm&locale=en
SAS Visual Data Mining and Machine Learning,network,biconnectedComponents,Calculates the biconnected components and articulation points of a graph,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-network-biconnectedcomponents.htm&locale=en
SAS Visual Data Mining and Machine Learning,network,centrality,Calculates the centrality metrics of a graph,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-network-centrality.htm&locale=en
SAS Visual Data Mining and Machine Learning,network,clique,Calculates the maximal cliques of a graph,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-network-clique.htm&locale=en
SAS Visual Data Mining and Machine Learning,network,community,Detects communities of a graph,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-network-community.htm&locale=en
SAS Visual Data Mining and Machine Learning,network,connectedComponents,Calculates the connected components of a graph,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-network-connectedcomponents.htm&locale=en
SAS Visual Data Mining and Machine Learning,network,core,Calculates the core decomposition of a graph,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-network-core.htm&locale=en
SAS Visual Data Mining and Machine Learning,network,cycle,Calculates the cycles of a graph,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-network-cycle.htm&locale=en
SAS Visual Data Mining and Machine Learning,network,loadGraph,Loads a graph into memory,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-network-loadgraph.htm&locale=en
SAS Visual Data Mining and Machine Learning,network,nodeSimilarity,Calculates node similarity measures based on graph structure,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-network-nodesimilarity.htm&locale=en
SAS Visual Data Mining and Machine Learning,network,path,Calculates the paths of a graph,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-network-path.htm&locale=en
SAS Visual Data Mining and Machine Learning,network,patternMatch,Queries the graph for pattern matches,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-network-patternmatch.htm&locale=en
SAS Visual Data Mining and Machine Learning,network,projection,Calculates the projection of multipartite network to yield a unipartite network,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-network-projection.htm&locale=en
SAS Visual Data Mining and Machine Learning,network,reach,Calculates the reach (ego network) of a graph,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-network-reach.htm&locale=en
SAS Visual Data Mining and Machine Learning,network,readGraph,Reads a graph,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-network-readgraph.htm&locale=en
SAS Visual Data Mining and Machine Learning,network,shortestPath,Calculates the shortest paths between pairs of nodes in a graph,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-network-shortestpath.htm&locale=en
SAS Visual Data Mining and Machine Learning,network,summary,Calculates the summary statistics of a graph,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-network-summary.htm&locale=en
SAS Visual Data Mining and Machine Learning,network,transitiveClosure,Calculates the transitive closure of a graph,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-network-transitiveclosure.htm&locale=en
SAS Visual Data Mining and Machine Learning,network,unloadGraph,Unloads a graph from memory,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-network-unloadgraph.htm&locale=en
SAS Visual Data Mining and Machine Learning,neuralNet,annCode,Generates DATA step scoring code from an artificial neural network model,http://documentation.sas.com/?cdcId=pgmsascdc&cdcVersion=9.4_3.5&docsetId=casactml&docsetTarget=cas-neuralnet-anncode.htm&locale=en
